Date,VIX
2024-03-18,12.869999885559082
2024-03-11,14.40999984741211
2024-03-04,14.739999771118164
2024-02-26,13.109999656677246
2024-02-19,13.75
2024-02-12,14.239999771118164
2024-02-05,12.930000305175781
2024-01-29,13.850000381469727
2024-01-22,13.260000228881836
2024-01-15,13.300000190734863
2024-01-08,12.699999809265137
2024-01-01,13.350000381469727
2023-12-25,12.449999809265137
2023-12-18,13.029999732971191
2023-12-11,12.279999732971191
2023-12-04,12.350000381469727
2023-11-27,12.630000114440918
2023-11-20,12.460000038146973
2023-11-13,13.800000190734863
2023-11-06,14.170000076293945
2023-10-30,14.90999984741211
2023-10-23,21.270000457763672
2023-10-16,21.709999084472656
2023-10-09,19.31999969482422
2023-10-02,17.450000762939453
2023-09-25,17.520000457763672
2023-09-18,17.200000762939453
2023-09-11,13.789999961853027
2023-09-04,13.84000015258789
2023-08-28,13.09000015258789
2023-08-21,15.680000305175781
2023-08-14,17.299999237060547
2023-08-07,14.84000015258789
2023-07-31,17.100000381469727
2023-07-24,13.329999923706055
2023-07-17,13.600000381469727
2023-07-10,13.34000015258789
2023-07-03,14.829999923706055
2023-06-26,13.59000015258789
2023-06-19,13.4399995803833
2023-06-12,13.539999961853027
2023-06-05,13.829999923706055
2023-05-29,14.600000381469727
2023-05-22,17.950000762939453
2023-05-15,16.809999465942383
2023-05-08,17.030000686645508
2023-05-01,17.190000534057617
2023-04-24,15.779999732971191
2023-04-17,16.770000457763672
2023-04-10,17.06999969482422
2023-04-03,18.399999618530273
2023-03-27,18.700000762939453
2023-03-20,21.739999771118164
2023-03-13,25.510000228881836
2023-03-06,24.799999237060547
2023-02-27,18.489999771118164
2023-02-20,21.670000076293945
2023-02-13,20.020000457763672
2023-02-06,20.530000686645508
2023-01-30,18.329999923706055
2023-01-23,18.510000228881836
2023-01-16,19.850000381469727
2023-01-09,18.350000381469727
2023-01-02,21.1299991607666
2022-12-26,21.670000076293945
2022-12-19,20.8700008392334
2022-12-12,22.6200008392334
2022-12-05,22.829999923706055
2022-11-28,19.059999465942383
2022-11-21,20.5
2022-11-14,23.1200008392334
2022-11-07,22.520000457763672
2022-10-31,24.549999237060547
2022-10-24,25.75
2022-10-17,29.690000534057617
2022-10-10,32.02000045776367
2022-10-03,31.360000610351562
2022-09-26,31.6200008392334
2022-09-19,29.920000076293945
2022-09-12,26.299999237060547
2022-09-05,22.790000915527344
2022-08-29,25.469999313354492
2022-08-22,25.559999465942383
2022-08-15,20.600000381469727
2022-08-08,19.530000686645508
2022-08-01,21.149999618530273
2022-07-25,21.329999923706055
2022-07-18,23.030000686645508
2022-07-11,24.229999542236328
2022-07-04,24.639999389648438
2022-06-27,26.700000762939453
2022-06-20,27.229999542236328
2022-06-13,31.1299991607666
2022-06-06,27.75
2022-05-30,24.790000915527344
2022-05-23,25.719999313354492
2022-05-16,29.43000030517578
2022-05-09,28.8700008392334
2022-05-02,30.190000534057617
2022-04-25,33.400001525878906
2022-04-18,28.209999084472656
2022-04-11,22.700000762939453
2022-04-04,21.15999984741211
2022-03-28,19.6299991607666
2022-03-21,20.809999465942383
2022-03-14,23.8700008392334
2022-03-07,30.75
2022-02-28,31.979999542236328
2022-02-21,27.59000015258789
2022-02-14,27.75
2022-02-07,27.360000610351562
2022-01-31,23.219999313354492
2022-01-24,27.65999984741211
2022-01-17,28.850000381469727
2022-01-10,19.190000534057617
